name,lat,lon,acres
Normandale\Nordmyr,44.84713,-93.35091,215.3
Long,45.94983,-95.92295,214.7
Amen,47.42658,-93.63184,214.7
Pool,47.60764,-94.72914,214.6
Louise,45.92915,-95.41891,214.5
Rice,44.10506,-93.47266,214.5
Thunder,46.11761,-94.74709,214.4
Five Island,47.84035,-93.29549,214.3
South Temperance,47.93493,-90.78012,214.3
Pike River Flowage,47.7801,-92.38717,214.2
Todd,44.97092,-94.3478,214.1
Hancock,46.16937,-95.65337,213.8
Grant,47.49201,-95.00602,213.7
Swede Grove,46.95007,-96.22155,213.3
Winona,45.87983,-95.39676,213.3
Evergreen,47.30167,-95.01389,213.3
Mesaba,47.96702,-90.94727,213.1
Timm,44.54715,-95.53579,212.5
Upper Twin,46.80831,-95.02737,212.5
Lougee,46.54424,-94.14787,211.9
Johanna,45.04321,-93.17038,211.9
Mary,47.58586,-93.47593,211.8
Schubert,47.20645,-92.33745,211.8
Five,46.88439,-95.75529,211.8
Rabbit,46.46275,-93.53753,211.6
Hickory,46.43922,-93.73235,211.6
Mud,44.81309,-94.42835,211.6
Chase,47.36632,-93.74029,211.3
Clamshell,46.66729,-94.23018,211.1
Mud,47.42891,-95.29904,210.8
Schmidt,45.17405,-93.76842,210.6
School Section,45.33039,-94.2719,210.5
Mora,48.02197,-90.94001,210.3
Schultz,46.99323,-92.1324,210.3
Bass,47.70712,-93.95996,209.9
Little Sand,47.25165,-93.28121,209.7
Frontenac,47.34547,-94.98981,209.6
Sand,45.60187,-94.65074,209.3
Sugar Bowl,47.47198,-95.66991,209.0
Unnamed,45.32329,-96.29204,208.9
Moore,45.38208,-95.54189,208.6
Smith,47.54712,-93.62188,208.5
Henry,45.47013,-94.81564,208.4
Silver,46.50827,-94.1265,208.4
Larson,47.76548,-93.41333,208.2
Moore,45.14942,-93.76624,208.1
Monson,45.32353,-95.27907,208.0
Buck,47.96739,-92.19265,207.9
North Silver,43.53711,-94.46992,207.9
Heritage,48.22788,-92.21492,207.3
Thompson,47.08565,-92.06554,207.2
Soupir Marsh,44.42009,-95.4769,206.9
Elk,45.86718,-95.80462,206.6
Cedar,45.26395,-93.87518,206.4
McCormic,45.71854,-94.90402,206.1
Mina,47.7821,-95.05578,206.0
Ball Club,47.91274,-90.49276,206.0
Wolf,46.56405,-95.70219,206.0
Crystal,48.04905,-90.23681,205.9
Harder,43.96688,-95.16835,205.9
Morcom,47.2569,-92.36039,205.8
West Twin,47.02929,-94.07148,205.5
Horseshoe,47.8777,-91.42711,205.3
Island,47.00252,-95.80134,205.0
Pillager,46.36814,-94.47803,205.0
Cedar Island,47.49558,-92.34347,204.9
Middle Pigeon,47.58056,-94.16431,204.7
Cedar,45.7515,-94.89611,204.5
South Sturgeon,47.63634,-93.0635,204.4
Skataas,45.16979,-95.02958,204.3
Bass,47.11651,-95.36811,204.2
Long,46.24021,-95.84153,204.2
Swenson,45.40317,-96.42054,204.2
Kings,45.68733,-94.70327,203.9
Finger,47.71996,-90.99364,203.9
Blackberry,47.2053,-93.39703,203.7
Raddison,47.70804,-93.39985,203.6
Marshan,45.16943,-93.10947,203.5
Rock,46.17354,-93.8927,203.4
Westport,45.7005,-95.20406,203.1
Square,45.15671,-92.80439,203.0
Unnamed,43.52516,-95.29011,203.0
St. James,43.97458,-94.64821,202.8
Larson,47.65748,-94.86915,202.6
Larson Slough,45.35037,-96.30665,202.6
Formoe,46.16496,-95.89637,202.3
O'Leary,48.4159,-92.53545,202.2
Loon,46.75373,-95.93695,202.1
Latimer,45.92085,-94.85057,201.8
Gilbert,45.88374,-95.57017,201.7
Long,45.95584,-95.68521,201.6
Buzzle,47.61884,-95.13397,201.6
Dinham,47.22592,-92.40104,201.5
Dewey,47.59108,-92.94389,201.3
Nokomis,44.90863,-93.24216,201.2
Spring,45.08639,-94.29643,201.2
Black Hoof,46.47205,-94.01163,201.1
St. Louis River - Unnamed (Fond du Lac Reservoir),46.66465,-92.3123,201.0
Roosevelt,48.005,-95.41082,200.9
Saint Johns,45.15036,-95.14318,200.8
Alworth,48.00206,-91.28335,200.4
Hurricane,44.11138,-95.33655,200.4
Fox,46.31243,-92.89276,200.3
Four Mile,46.08099,-95.98537,200.2
Little Flat,47.00043,-95.66037,200.1
Magnetic,48.1064,-90.76965,200.0
Millstone,45.28707,-93.99367,199.6
Perch,43.98602,-93.89063,199.3
Long,47.16445,-92.31155,199.3
Bass,43.81932,-94.07928,199.2
Swan,47.95337,-90.52692,199.0
Blackbird,46.94368,-95.61508,198.9
Addie,44.73899,-94.36308,198.7
Malmedal,45.67136,-95.53237,198.6
Dellwater,47.78499,-95.08282,198.6
Sommer,46.18626,-95.88443,198.6
Steep Bank,44.53913,-96.32923,198.5
Burnt Shanty,47.51159,-93.5212,198.4
Kiana,47.96641,-91.26492,198.3
Merritt,47.97428,-92.36079,198.1
Ellingson,45.88476,-95.76719,197.9
Ten,46.77701,-96.2364,197.8
Big Stone,46.41406,-95.9642,197.7
Phalen,44.9875,-93.05298,197.7
Bear,46.68456,-95.40157,197.6
Widow,46.92025,-94.33271,197.5
Lannon,45.55379,-96.42991,197.4
Wolf,47.56754,-93.26164,197.3
Indian,43.51204,-95.502,197.2
Boot,48.0137,-91.36163,197.1
Unnamed,45.7781,-96.04905,197.1
Little O'Brien,47.32515,-93.14699,196.7
Stone,47.22323,-91.84099,196.7
South,44.94372,-94.03257,196.6
Six,46.71011,-95.7786,196.5
Turtle,46.78239,-96.17246,196.4
Welch,47.25561,-94.55966,196.1
Mary,45.25315,-93.99145,196.0
Great Northern,45.44044,-94.46856,195.9
Cynthia,44.63173,-93.47574,195.9
Middle Pomme de Terre,45.71095,-95.8684,195.8
Pig,46.67602,-94.18454,195.8
Tamarack,46.23599,-95.80838,195.7
Mary,46.14174,-95.19765,195.7
Unnamed,45.4544,-93.98503,195.6
Dog,44.29034,-93.84982,195.4
Pebble,46.25278,-96.03637,195.3
Windigo,47.4186,-94.56882,195.1
Kraemer,45.55088,-94.3653,195.0
Unnamed (Busko WPA wetland),46.18566,-96.12123,194.9
Sand,47.49227,-93.50555,194.8
Twin,46.40727,-95.78804,194.8
Bass,46.90774,-93.95875,194.7
Reeds,44.18637,-93.61438,194.5
Irgens,45.70397,-95.64341,194.5
Spearhead,47.37174,-94.95881,194.4
Fern,47.42484,-94.95322,194.4
Ham,46.93071,-94.77477,194.2
Little Hubert,46.4727,-94.25724,193.9
Muskeg,47.98813,-91.6796,193.8
Larson,46.95765,-94.45905,193.8
Butterfield,46.75108,-94.02417,193.7
Cable,47.67317,-96.17294,193.5
Kroon,45.35626,-92.84512,193.2
Sager,43.59418,-94.38129,193.2
Smith,47.15447,-91.91089,193.2
Severson,43.98392,-93.79951,193.1
Big Bird,46.65112,-94.06927,192.9
Elizabeth,47.55552,-93.5087,192.8
Sauer,46.71762,-95.8813,192.7
Louisa,45.30617,-94.25165,192.7
Augusta,44.0065,-95.27217,192.4
Jackfish,48.13906,-91.73615,192.4
Thorstad,45.88909,-95.62997,192.0
Sulem,43.92929,-94.83433,192.0
Coxey Pond,47.99839,-92.02371,191.8
Upper Pauness,48.19156,-92.25644,191.8
Blackface,46.92825,-93.24629,191.8
East,47.62025,-93.5522,191.7
Willie,45.00672,-94.49641,191.6
Bass,47.83026,-95.07385,191.6
Snetsinger,47.38514,-95.71478,191.5
Mitawan,47.67872,-91.43132,191.4
Timber,43.81865,-95.2149,191.3
Crookneck,46.24411,-94.61094,191.2
Ethel,46.3574,-95.62442,191.1
John,48.06915,-90.06016,190.9
Eagle,45.28383,-93.91483,190.9
Goodners,45.38728,-94.37545,190.6
Marshall,46.84111,-96.03556,190.5
Fawn,47.41652,-93.69078,190.3
Crystal,46.94028,-94.65608,190.2
Mary,44.99611,-94.02338,190.0
Kimball,46.65316,-94.20132,189.8
Alden,47.06145,-92.03116,189.7
Erie,45.01063,-94.42044,189.5
Unnamed,45.36261,-96.15624,189.4
O'Reilly,47.36143,-93.42788,189.3
Pierz,45.96481,-94.14921,189.2
Kemo,47.90082,-90.43158,189.1
Wolf,46.42046,-93.98401,188.7
Ohlsrud,45.79827,-96.0493,188.7
Emma,45.02035,-94.03007,188.6
Goose,45.79389,-94.69481,188.5
Horseshoe,48.01154,-90.49729,188.4
Elbow,46.29276,-95.74851,188.4
Carlson,47.12071,-93.54585,188.1
Moss,47.31604,-94.57621,188.1
Hanson,45.49049,-95.409,187.8
Hegman,48.04097,-91.9113,187.6
Partridge,46.35181,-93.83788,187.6
Big Rice,45.53644,-94.54531,187.5
Augusta,45.30157,-94.16881,187.1
Agate,46.49685,-93.91412,187.0
Hayden,46.34471,-94.76913,186.8
McMahon,44.63406,-93.41358,186.6
Swan,45.68046,-95.21947,186.0
O'Brien,46.67623,-94.03957,185.7
Imogene,43.6438,-94.36656,185.6
Ox Yoke,46.86923,-94.46338,185.3
Quam,45.8822,-95.65891,185.3
Pointon,46.3726,-93.98441,185.3
Sebie,46.16981,-94.32403,185.3
North Temperance,47.94826,-90.77543,185.2
Round,46.6488,-93.37889,185.0
School,47.62657,-94.74278,184.9
Deer,45.34607,-93.20129,184.6
Fish,46.19662,-92.9403,184.6
Little Ball Club,47.42173,-93.99357,184.5
Island,46.89176,-94.32633,184.3
Ojibway,47.02424,-94.91561,184.1
Mabel,47.04921,-94.0786,184.0
Bergkeller,46.72626,-94.66078,183.9
Gun,48.32248,-92.2022,183.8
Christine,47.73635,-90.72896,183.7
Jail,46.79976,-94.30173,183.5
Gunderson,47.70916,-93.77794,183.4
Placid,46.4269,-93.88447,183.4
Eagle,44.80851,-93.93466,183.2
Rock,45.17073,-94.013,183.1
Island,46.70899,-94.13495,182.9
Marion,48.28653,-92.67354,182.9
Ann,45.42464,-93.68942,182.9
Chain,45.54725,-93.00465,182.6
Long,44.20097,-95.78876,182.5
Bass,45.05498,-93.43326,182.5
Green Prairie Fish,46.06708,-94.39211,182.5
Erskine,46.20036,-93.8933,182.3
Bowen,46.81047,-94.49093,182.2
Nels,48.02416,-91.8976,182.2
Amber,43.60725,-94.47341,182.1
Byer,45.44185,-94.39103,182.0
Mud,47.97697,-91.67187,182.0
Baumbach,46.00896,-95.59055,181.9
Sandy,47.89362,-95.26988,181.9
Hunter,46.92506,-94.22828,181.8
Pickerel,47.91978,-91.66429,181.8
Vinge,46.15778,-95.87823,181.7
Rice,44.44822,-93.5414,181.6
Baldwin,45.13891,-93.13584,181.6
Little Rice,47.71282,-92.43853,181.5
Hayes,48.62806,-95.53588,181.5
Swamp,48.02906,-90.48212,181.4
Little Cowhorn,47.10116,-93.42234,181.3
Burns,47.62166,-93.60689,181.3
Eugene,48.3061,-92.21945,181.3
Sylvia,47.80225,-95.1767,181.1
Hovland,46.47927,-96.17477,181.0
Deer,46.96911,-94.86075,180.8
Chilton,46.75007,-95.74725,180.5
Crystal,45.57768,-95.92166,180.4
Mud,47.02224,-94.30314,180.3
Moose,47.56177,-91.13824,180.2
Carnelian,45.36681,-94.27479,179.9
Bryant,44.87847,-93.42915,179.9
Brockway,46.81828,-94.43474,179.8
Bella,43.51107,-95.62065,179.5
Sprague,44.21605,-93.48349,179.4
Nels Olson,47.71397,-95.30771,179.3
Lower Spunk,45.61788,-94.45906,179.1
Wilson,43.99327,-95.94217,179.0
Lewis,45.74784,-93.36526,179.0
Mud,45.26445,-93.01997,178.9
Birch,47.74174,-91.96043,178.8
Wolf,47.92568,-92.4213,178.7
Raven,48.03715,-91.14304,178.6
Reich,44.89595,-94.01249,178.5
Neds,45.35776,-93.21763,178.1
Eagles Nest No. Four,47.8289,-92.06195,178.1
Cedar,47.64011,-93.97398,177.9
Banadad,48.0387,-90.66698,177.9
Henjum,45.27026,-95.18578,177.9
Linka,45.49039,-95.36502,177.8
Unnamed (Arena),45.04159,-96.23841,177.7
Pine,45.831,-94.63276,177.7
Bachman Pond,46.02937,-93.34042,177.4
Blue,46.77219,-93.99576,177.3
Bray,47.46409,-93.28486,177.2
Linn,45.35942,-92.82508,177.0
Grants,45.8274,-95.5445,176.8
Indian,44.11417,-93.78665,176.6
Lady,45.85432,-94.75183,176.5
Hunt,44.33237,-93.44605,176.4
Dutchman,47.67156,-94.62545,176.3
Fish,44.65162,-93.46019,175.9
Dean,45.12062,-93.83432,175.8
Mud,47.88361,-92.10254,175.8
Little Grand,46.85654,-92.41596,175.7
Cloquet,47.43588,-91.48875,175.6
Pine Tree,45.10126,-92.95383,175.5
Dutch,44.9441,-93.68069,175.4
Beauty Shore,46.32035,-95.62241,175.2
Shallow Pond,45.31038,-92.96962,175.2
Waboose,47.05638,-94.82686,175.2
Good,48.00515,-91.61256,175.2
Tenth Crow Wing,46.989,-94.75499,175.2
East Niemaki,45.77478,-96.06697,175.1
Jasper,47.96767,-91.55004,175.0
Constance,45.21779,-93.86315,174.6
Snaptail,47.46991,-93.37707,174.5
Burgen,45.84784,-95.34353,174.4
Perch,43.79748,-94.4762,174.3
Unnamed (Bohemian),44.62814,-96.39516,174.2
Long,45.46815,-94.07461,174.0
Point,45.19464,-95.0166,173.6
Church,47.30124,-95.7951,173.5
Wolf,46.85034,-93.16231,173.4
Kelly,47.87043,-90.81376,173.3
McQuade,47.4213,-92.76948,173.2
East Twin,47.90585,-90.39098,172.8
Sampson,46.17044,-95.61682,172.7
Eng,45.81632,-95.68013,172.6
Long,45.07539,-93.20249,172.6
Round,46.55179,-95.79043,172.5
Scrapper,47.51718,-93.44195,172.5
Mud,46.28395,-94.40525,172.4
Bear,44.95179,-94.30577,172.3
Little Rabbit,46.46806,-94.05306,172.2
Fish,45.41734,-95.08389,172.1
Fox,44.13769,-95.64439,172.1
Fedji,44.0767,-94.38558,172.0
Shingobee,47.00385,-94.68865,171.9
Hazeltine,44.8382,-93.58616,171.7
Unnamed,47.36191,-93.0842,171.6
Hernando DeSoto,47.14561,-95.22281,171.2
Deer,45.14378,-93.9126,171.1
Lower Pauness,48.19445,-92.24335,171.1
Gull,48.12319,-91.85134,171.1
Bush,44.83699,-93.38289,171.0
Coal,46.08152,-94.75515,171.0
Moosecamp,48.12059,-91.79288,171.0
Porter,45.036,-94.39915,170.9
Mill,46.03718,-94.74623,170.7
Schoolcraft,47.15169,-95.01553,170.4
Horsehead,46.1662,-95.31124,170.4
Lundsten,44.86999,-93.71154,170.4
Fish,45.66153,-96.12622,170.4
Beth,47.85708,-90.94441,170.1
Haldorsen,46.41474,-96.18388,170.1
Section Twelve,46.48104,-93.58323,170.0
Unnamed,45.83916,-95.70766,169.7
Wassermann,44.84137,-93.67481,169.7
Island,44.38052,-96.00917,169.7
Mitchell,45.34675,-93.7577,169.5
Boedigheimer,46.51526,-95.59169,169.4
Little Stone,47.23512,-91.82188,169.3
Bass,47.96127,-91.85423,169.2
Elbow,47.42907,-92.6224,169.1
Toe,48.28137,-92.04713,169.0
Rays,44.21308,-93.67773,168.9
Swan,45.32617,-95.07137,168.8
Twin,47.31445,-94.55929,168.8
Grave,46.34054,-93.99186,168.6
Ball Bluff,46.93274,-93.2805,168.6
Flora,47.53481,-94.64775,168.3
Cameron,47.20699,-92.35684,168.2
Little,45.41375,-92.79338,168.2
Kid,46.95338,-94.38405,168.1
Manganika,47.49034,-92.57419,168.1
White,43.66197,-93.41249,168.1
McKeown,46.96114,-94.33036,168.0
Little Elbow,47.18444,-95.60267,167.9
Gull,48.16478,-90.89736,167.9
Nashwauk,47.43,-93.32051,167.8
Reno,46.46783,-93.89605,167.5
Unnamed,45.50722,-93.67416,167.4
McKay,44.2764,-95.89623,167.1
Staring,44.83745,-93.45483,167.1
Aldrich,45.95585,-95.55517,167.0
Little Loon,48.27473,-92.25818,167.0
Gleason,44.9819,-93.49278,166.9
Velvet,46.66017,-94.04404,166.9
Scooty,47.58001,-93.30257,166.8
Alice,46.59188,-95.81137,166.7
Eleanor,45.06925,-94.98777,166.7
La Pond,48.05603,-92.02016,166.5
Bavaria,44.83719,-93.63998,166.5
Spellman,44.66911,-95.771,166.0
Temperance,43.65824,-94.71285,166.0
Steiger,44.86677,-93.65926,165.9
Tyson,44.61391,-95.53487,165.8
Jack Haw,47.0998,-95.71015,165.7
Howard,48.07657,-90.98473,165.7
Mud,46.94793,-95.50329,165.6
Vista,47.99531,-90.48476,165.6
Round,44.15525,-95.66443,165.6
Myrtle,47.98259,-93.38512,165.5
Donalds,46.4192,-95.55257,165.5
Long,45.94763,-95.62855,165.5
Goose Prairie Marsh,47.00294,-96.24286,165.4
White Swan,47.61722,-93.3762,165.2
Peterson,45.91631,-95.78803,164.9
Fox,47.60981,-94.84214,164.8
Hand,46.70625,-95.90324,164.8
Mamre,45.21634,-95.14297,164.7
Hanks,46.35686,-93.90209,164.7
Swamp River Reservoir,47.95064,-89.94893,164.6
Little Swan,45.93086,-94.69262,164.4
Morrison,46.82229,-93.87912,164.4
Mayo,46.56637,-94.32505,164.3
Perry,46.61431,-93.95616,164.2
Clifford,45.83721,-95.16467,164.2
Gilman,44.21531,-94.71452,164.2
Twenty Two,46.19713,-93.86507,164.1
Wakefield,46.84875,-93.23621,163.9
Cedar,44.95988,-93.32161,163.8
Perch,46.53003,-94.13926,163.8
Long,45.10558,-94.29825,163.8
Holt,46.25603,-93.83657,163.7
Bean,44.07168,-95.37327,163.6
Unnamed,44.3723,-94.53448,163.5
East Twin,46.55724,-94.30195,163.3
Albert,45.94309,-95.76163,163.3
Smoke,47.88808,-90.85751,163.2
Mud,44.36294,-93.42166,163.0
Peterson,47.6431,-93.84025,162.7
Ten,47.47878,-94.5962,162.6
Elk,45.92032,-95.51823,162.5
Half Moon,47.38323,-92.50754,162.3
Dutch,45.05276,-94.05355,162.3
Eli,45.46503,-96.43042,162.2
Anchor,47.32121,-92.48543,162.2
Solberg,45.9533,-95.76195,162.1
Green Mountain,45.16729,-93.79115,162.1
Fishdance,47.91502,-91.20779,162.0
Tustin,44.20643,-93.66591,161.9
Rice Pond,47.62547,-94.60046,161.8
Kawasachong,47.87443,-91.09873,161.5
Thornton,46.45497,-93.79773,161.3
Hoot,46.3049,-96.03233,161.3
Venus,45.89049,-95.68742,161.3
Kettle River Reservoir,46.10582,-92.85745,161.1
Rush,45.49062,-93.93341,160.9
Woodcock,45.24193,-94.95101,160.7
Schelins,46.96593,-92.52105,160.6
Vails,45.33866,-94.53336,160.6
Little Bass,47.28652,-93.60056,160.5
Sinneeg,48.13995,-91.85621,160.5
Mud Hen,47.36613,-92.30754,160.5
Little Whitefish,47.66928,-93.98781,160.4
Rice,47.03394,-95.03154,160.4
Green,48.2598,-92.10912,160.3
Irish,43.87168,-94.76901,160.3
Sagus,48.01431,-91.16157,160.0
Slough,44.36802,-96.11017,160.0
Jackpine,46.90901,-94.60351,159.7
Marble,47.30988,-91.63392,159.7
Variety,46.89781,-94.61752,159.7
Knobel,46.46941,-96.1318,159.6
Whiskey,45.97294,-95.57548,159.5
Stratton,45.43299,-93.25071,159.5
Birch,45.3765,-93.669,159.5
Cahill,48.01499,-95.46519,159.4
Ozawindib,47.22903,-95.27275,159.2
Lundeberg,46.25103,-95.71104,159.2
Long,47.27644,-95.29852,158.9
Boot,43.68329,-95.0809,158.8
Rice,46.33882,-93.89842,158.7
Sterling,48.17755,-91.95264,158.7
Mud,46.27323,-94.67788,158.7
Shovel,46.94123,-93.76126,158.4
Clear,45.55716,-96.07273,158.4
Snail,45.0734,-93.12628,158.4
Pughole,47.4146,-93.58916,158.2
Rice,46.46296,-93.92627,158.2
Jane,45.01545,-92.9238,158.1
Lee,46.86133,-96.2506,158.0
Helen,47.24917,-93.07726,157.8
Darwin,45.08661,-94.39914,157.7
Round,46.3629,-95.74929,157.6
Agate,46.45583,-94.37088,157.4
Hoffman,46.5862,-95.80046,157.2
Scott,46.33082,-93.87059,157.2
DeMontreville,45.0228,-92.94125,157.1
Jacobs,46.57138,-96.20504,157.0
Indian,46.22889,-95.95702,156.9
Fish Hook,47.12298,-95.78544,156.9
Finberg,47.20231,-93.00632,156.8
North Stanchfield,45.65533,-93.45562,156.8
Thole/Schneider,44.73662,-93.53183,156.6
Skunk,43.53257,-95.26095,156.5
Beartrack,48.3013,-92.20091,156.5
Amelia,45.13174,-93.05276,156.4
Franklin,48.30002,-92.61447,156.4
Edna,46.53373,-94.31365,156.4
Schultz,45.18383,-94.78882,156.3
Del Clark,44.69322,-96.29292,156.3
Eleven,46.78663,-96.21126,156.3
Ketchum,47.48773,-95.75576,156.2
Wilcox,45.22876,-94.68121,156.0
Big Diamond,47.32735,-93.34755,155.8
Kings,44.68589,-94.30733,155.8
Drewery,47.41183,-94.61236,155.7
Fish,43.83735,-94.7543,155.6
Willow,45.30358,-94.34693,155.5
Tripp,46.85252,-94.76544,155.5
Washington,45.19308,-93.79561,155.5
Trillium,46.9318,-94.38902,155.5
Alice,44.13058,-93.78783,155.3
Long,47.67767,-93.78246,155.3
Island,45.96986,-95.9796,155.2
Cottonwood,43.87798,-95.09879,155.0
Romance,48.1871,-90.90651,154.9
Sunrise,45.18725,-93.19554,154.7
Greer,47.46759,-95.56478,154.6
Ham,45.25732,-93.22227,154.6
Mill,46.72408,-95.90091,154.5
Julia,45.5053,-93.92198,154.5
Round,48.07002,-90.83768,154.5
Curtis,44.39801,-96.30968,154.5
Blue,44.80346,-93.4345,154.4
Fifteen,46.769,-96.22436,154.1
Otto,47.3213,-91.98066,154.1
Long,45.78308,-95.41969,154.1
Herberger,45.80484,-95.14479,153.9
Thompson,45.90629,-95.81,153.7
Betty,45.27494,-94.28189,153.7
Acorn,46.74671,-95.75589,153.7
Ashigan,48.02474,-91.32599,153.3
Cherry,48.1359,-91.1017,153.3
Unnamed (Little Rock Channel),45.69441,-94.17798,153.3
Youngstrom,45.08692,-94.56972,153.2
Ella,45.07988,-94.8137,153.0
Howe,46.82224,-95.72158,152.8
Long,45.52505,-94.47778,152.7
Boise,44.25589,-94.88348,152.5
Diamond,47.37,-95.06696,152.2
Henry,45.90216,-95.37622,152.1
Molly Stark,46.31568,-95.6719,152.1
Weaver,45.10997,-93.50143,152.1
North,48.32228,-92.24657,152.0
Dunns,45.15539,-94.42898,151.9
Sand,46.63876,-96.05824,151.8
East Smith,47.54136,-93.61026,151.8
Lower Lawrence,47.41366,-93.38134,151.7
Harden,44.98363,-94.50882,151.7
Longyear,47.48908,-92.87345,151.4
Somers,45.26412,-94.02665,151.4
Barnum,46.98005,-94.32659,151.3
Ellingson,46.24572,-95.57251,151.1
Shakopee,44.98142,-94.21247,151.0
Unnamed,45.3213,-96.04794,150.9
Lower Egg,47.03292,-95.6015,150.6
Haggerty,47.75853,-95.19896,150.6
Unnamed,45.77617,-95.78765,150.6
McCarthey,46.93617,-94.16201,150.6
Field,46.07469,-95.97536,150.2
South Twin,46.85585,-95.55096,150.2
Christianson,47.25675,-91.67525,150.1
Davidson,45.96822,-95.75933,150.0
Topaz,48.12904,-91.12456,150.0
Little Jay Gould,47.24284,-93.61154,150.0
Mud,46.39124,-94.24249,150.0
Unnamed,45.34587,-96.34812,150.0
Marvin,48.98869,-95.43009,149.9
Goose,44.38299,-96.04455,149.7
Miller,46.72711,-92.70276,149.7
Long,47.40198,-92.54494,149.7
Savidge,44.32647,-93.86589,149.4
Portsmouth Mine,46.48958,-93.96554,149.4
French,46.6252,-93.54474,149.3
North Haynes,46.88261,-94.63514,149.3
Sand,46.90134,-94.33913,149.2
Brush Shanty,47.64966,-93.46539,149.2
Barker,47.69728,-90.74735,149.1
Bulldog,46.17037,-93.87842,149.0
Wicklund,45.72776,-95.68939,149.0
Tonseth,46.44712,-95.97238,149.0
Swan,43.68534,-94.60413,148.9
East Twin,45.22528,-94.97705,148.8
Carrigan,45.0577,-93.95483,148.7
Sham,44.62029,-95.65814,148.6
Omega,48.00698,-90.6421,148.5
Holman,47.30609,-93.35282,148.5
West Stay,44.38652,-96.18053,148.4
North Long,46.50234,-95.8895,148.1
Moon,48.05842,-90.3338,148.0
Silver,45.57347,-93.54991,148.0
Duck,46.64676,-94.16244,147.9
Long,48.04953,-90.15129,147.8
Upper Panasa,47.30999,-93.26571,147.8
Spencer,45.01612,-94.33733,147.6
Sandberg (Twelve),46.52091,-96.05299,147.6
Bluebill,47.61068,-93.40668,147.6
Torgerson,46.17221,-95.72572,147.6
Little Gabbro,47.85765,-91.62297,147.5
Mud,46.22049,-94.34358,147.3
Long Tom,45.32195,-96.35793,147.2
Iron,47.67035,-91.94896,147.2
Little Vermillion,47.18654,-93.83761,147.1
Twin,47.2411,-93.16393,147.0
McAvity,47.37433,-93.61024,147.0
Moose,46.86868,-93.63467,147.0
Deep,47.6968,-91.58206,146.8
Bass,47.44818,-92.33061,146.8
Hjermenrud,45.89924,-95.79474,146.7
Sandy,47.30148,-95.84743,146.7
Muckwa,47.79987,-91.99131,146.7
Lake of the Hill,44.22772,-95.79208,146.7
Breckenridge,46.25368,-96.53022,146.5
Tucker,48.05638,-90.68564,146.5
Aerie,47.00176,-92.63834,146.4
Rice,47.81767,-91.36754,146.4
Meyer,46.94384,-96.24426,146.3
Palmer,46.82387,-94.88232,146.2
Silver,45.75919,-95.92995,146.1
Little Stanchfield,45.63591,-93.23352,145.9
Marie,45.31206,-94.22458,145.8
Jones,45.87029,-96.00255,145.8
Bossuot,44.29623,-93.73541,145.7
Mud,45.22019,-94.66359,145.7
Becker,47.13854,-95.79082,145.5
Creek,43.76141,-94.63104,145.5
Hunters,47.54505,-93.46174,145.5
McCarrahan,45.95428,-94.92174,145.5
Allen,47.46529,-95.77027,145.4
Carey,47.41819,-92.82694,145.4
Clear,48.11868,-92.64422,145.3
Twelve,46.13456,-93.82058,145.3
Johnson,46.93909,-95.59767,145.3
Lawrence,46.32058,-94.76669,145.2
Fairy,46.7016,-95.74772,145.2
Gegoka,47.6532,-91.47562,145.1
Mistletoe,47.76964,-90.70167,145.1
Snowball,47.33565,-93.2389,145.1
Tin Can Mike,48.05203,-91.77128,145.0
Aspinwall,46.99001,-95.41986,145.0
Spider,46.67069,-94.66384,144.9
Cleary,44.69274,-93.39119,144.7
Poquet,46.91783,-94.50616,144.7
Johnson,46.34846,-96.18548,144.7
Unnamed,45.31384,-95.19827,144.5
Holbrook,46.70369,-95.92364,144.4
Charlotte,45.9522,-94.86289,144.3
Rice,48.00328,-92.81061,144.2
Shady,44.16439,-92.54425,144.2
Angleworm,48.09014,-91.88838,144.0
Belle,45.01003,-94.68047,143.9
South Wintermute,45.6495,-95.89383,143.7
Hungry Man,47.06364,-95.18388,143.6
Hodgson,44.84353,-94.578,143.6
Pickerel,47.15363,-95.45907,143.4
Hanson,46.51502,-93.63641,143.3
Langdon,44.93311,-93.67483,143.3
Fox,46.78038,-95.90876,143.3
May,47.0905,-94.59324,143.3
Unnamed,45.58052,-95.75003,143.2
Lost,46.79027,-92.65416,143.2
Little Vanose,47.42968,-95.79953,143.0
Indiana,48.01355,-91.59446,143.0
Stone,47.2888,-92.55386,143.0
Gust,47.86046,-90.68345,143.0
Kuntz,45.78173,-95.15169,142.9
Toms,46.16958,-95.56605,142.8
Big Bear,47.20845,-91.91507,142.8
Ray,46.52252,-94.33162,142.7
Popowski,44.52139,-96.20341,142.6
Unnamed (West Niemackl),45.77901,-96.0896,142.5
Miller,44.78591,-93.74178,142.5
Long,46.84789,-94.57682,142.5
Mushgee,47.60159,-93.95579,142.4
Jordan,48.01093,-91.30553,142.4
Horseshoe,47.20911,-93.55841,142.3
Horseshoe,47.60327,-93.5071,142.3
Bog,47.73392,-94.99261,142.2
St. Clair,46.80318,-95.88114,142.2
Halverson,47.57055,-96.17231,142.2
Two Connections,47.61211,-95.64888,142.1
Thomas,47.23882,-91.70718,142.1
Cole,46.65758,-93.04189,142.1
Twenty-one,46.49666,-95.98104,142.1
Jack,47.06212,-94.44684,142.0
Clarks,44.5708,-93.82958,141.9
