name,lat,lon,acres
Polly,47.90382,-91.09915,485.2
Norway,46.31242,-95.89112,484.9
Wood,44.68612,-95.53096,484.7
East Lost,46.35738,-95.79029,483.4
Pine,46.91611,-95.64747,482.1
East Chain,43.54229,-94.36508,480.8
Sand Hill,47.50732,-95.74253,479.2
Long,48.30595,-92.72322,477.8
Iowa,43.50805,-94.4694,477.6
Duncan,48.07822,-90.46162,476.9
Otrey,45.35732,-96.33564,475.3
Adams,47.99358,-91.13031,475.0
Hungry Jack,48.05833,-90.43596,474.3
Centerville,45.16341,-93.07048,473.9
Straight,46.94526,-95.27025,471.4
Little Turtle,47.63547,-94.89073,468.5
Charlotte,45.61973,-95.77353,468.3
Cedar,47.95651,-91.79021,465.1
Crooked,47.44933,-93.32694,464.8
Washington,44.6743,-93.94068,464.6
Benedict,47.1391,-94.69255,464.4
Pigeon Dam,47.52311,-94.14895,463.8
Crooked,46.36955,-93.90253,462.7
Campbell,47.62302,-94.94318,462.6
Embarrass,47.52728,-92.31802,462.6
Eagle,45.3917,-93.74429,462.4
Caribou,48.06918,-90.31163,461.7
Medicine,47.72745,-94.73717,461.3
Big Twin,43.73244,-94.7472,460.7
Round,47.60038,-93.36098,460.4
Nelson,46.16008,-95.38947,459.8
Upper Bottle,47.04257,-94.92755,459.1
Hattie,45.52711,-96.07409,459.1
Oak,46.38735,-92.59462,458.7
Big,45.42411,-94.5763,457.7
Flahtery,43.74418,-95.20017,457.3
Big Carnelian,45.13513,-92.80854,457.0
Windy,47.73563,-91.07772,456.0
Johnson,47.81344,-91.9165,456.0
Howard,45.25988,-93.04308,455.6
Wolf,47.28008,-91.94452,455.6
South Lindstrom,45.3833,-92.85627,454.7
Upper Egg,47.04844,-95.60664,454.1
Silver,44.89682,-94.20346,452.7
Esquagama,47.4671,-92.35607,452.6
Moose,48.09989,-90.08367,452.2
Cascade,47.8676,-90.63707,451.5
Mill,45.85206,-95.53167,451.1
Parent,47.96415,-91.39623,451.0
Red Rock,48.15909,-90.97857,450.9
Butterball,47.46137,-91.86851,450.7
Kasota,45.07703,-94.89581,450.3
Pine,47.45975,-91.79414,450.1
Turtle,45.09928,-93.13759,450.0
West Fox,46.74543,-94.09408,449.4
Rachel,45.799,-95.55492,448.2
Deer,46.3593,-95.76825,447.1
Tamarac,46.66475,-96.08097,444.7
Sibley,46.59311,-94.32437,444.2
Pierce,43.60519,-94.55578,444.0
Kettle,46.63059,-92.77759,441.7
Birch,46.36913,-93.80897,441.5
Upper Cullen,46.56641,-94.25672,441.5
Lind,46.82185,-94.47664,440.0
Wasson,47.6259,-93.34667,438.3
Boyer,46.86996,-96.04915,437.6
Kjostad,48.11079,-92.60352,437.2
Gladstone,46.47847,-94.24003,437.0
Lawrence,47.43848,-93.37674,436.7
East Toqua,45.56146,-96.44404,436.6
Section Ten,46.48524,-93.60299,435.6
Vanose,47.40929,-95.80601,435.5
Long,46.48743,-93.49255,434.7
Fountain,45.04192,-93.884,434.7
Clear,43.62676,-95.08401,434.2
Fourth Crow Wing,46.87493,-94.8643,434.2
Johnson,47.43842,-93.59588,434.0
Homer,47.90246,-90.68198,434.0
Little Knife,48.13575,-91.15712,433.6
Island,46.6718,-92.87682,433.6
Lone,46.44266,-93.65812,433.5
Grace,47.87192,-90.96741,432.9
Swede,44.93007,-93.8195,432.8
West Four-Legged,47.64126,-95.27323,432.0
Rat,46.71924,-93.34772,431.3
Clear,45.26045,-93.00161,429.0
Mitchell,46.77843,-94.04753,429.0
Portage,46.96577,-95.12039,428.7
Juggler,47.12994,-95.45855,428.5
Girl,46.98383,-94.22956,428.2
Comstock,47.21571,-92.23041,426.8
Pequaywan,47.17918,-91.88942,424.5
Island,47.78021,-95.02897,424.2
Bde Maka Ska,44.94187,-93.31187,423.9
Eagle,47.02748,-95.09863,423.5
North Pomme de Terre,45.72992,-95.86518,423.2
Dora,47.7414,-94.04584,423.1
Little Tuttle,43.53883,-94.59495,422.3
Upper Gull,46.52689,-94.34477,421.8
Upper Trelipe,46.97475,-94.03549,421.4
Crab,47.94431,-92.05907,419.8
Nichols,47.09285,-92.5375,418.7
Johnson,46.17278,-95.85701,418.7
Little Spirit,43.50895,-95.12775,418.5
Rice,46.3816,-94.1668,418.4
Nord,46.49188,-93.65271,418.2
Hennepin,47.34039,-95.04956,417.6
Buffalo,46.96892,-95.78796,417.6
Scandinavian,45.45299,-95.34792,417.1
Victoria,45.87527,-95.3357,416.8
Horseshoe,44.26394,-93.52766,416.6
Sugar,46.41569,-93.47682,415.9
Big Spunk,45.59436,-94.4711,415.3
White Sand,46.3529,-94.28804,415.1
Long,46.81677,-95.89711,414.5
Shakopee,45.13672,-95.48443,414.3
Lizzie,46.8027,-94.32472,413.9
Little Sand,47.08717,-93.97069,413.3
Mary,46.73955,-93.91622,412.6
Moose,47.83093,-94.16231,412.3
Pomroy,46.0146,-93.18225,412.2
Long,47.55873,-94.68661,412.0
Swenson,47.46756,-94.68497,411.8
Mina,45.89133,-95.47616,411.4
Nina Moose,48.16273,-92.07975,411.4
South Stanchfield,45.64034,-93.47025,410.8
Vermillion,47.17685,-93.86706,410.4
Amoeber,48.12377,-91.14584,409.8
Little Sand,46.99124,-94.93234,409.5
Manomin,48.04453,-91.4803,409.1
Ogechie,46.14645,-93.77388,409.1
Hanging Horn,46.47788,-92.69464,408.7
Elbow,47.86161,-90.29913,408.3
Little Toad,46.83653,-95.56522,406.3
Dumbbell,47.62181,-91.27261,406.1
Tiger,44.78058,-93.95987,405.9
Sissabagamah,46.50404,-93.60656,405.8
Currant,44.16442,-95.94649,405.7
Middle Cullen,46.55253,-94.26213,405.2
Diamond,45.2016,-93.50513,405.0
Devilfish,47.99839,-90.10354,404.9
Tom,47.92209,-90.06,404.5
Briggs,45.49802,-93.93899,404.4
North Drywood,45.40815,-96.09049,403.8
Big Rice,48.03062,-92.02641,403.4
Pepin,44.4734,-93.59229,403.3
Kansas,43.91658,-94.70225,402.9
Yankton,44.24621,-95.86585,402.6
Bassett,47.36855,-91.90549,402.6
Fifth Crow Wing,46.92122,-94.89259,400.1
Head,46.48532,-95.61507,399.5
Sioux,45.02032,-94.46349,399.3
Bass,46.49067,-94.14039,399.1
Big Pine,46.20834,-93.04747,398.9
Clear,46.13838,-95.90689,398.8
Long,45.88749,-94.72322,398.7
Malberg,47.95365,-91.11796,398.3
Barry,45.5711,-96.58214,398.1
Drumbeater,47.26412,-94.16149,398.0
John,45.2596,-94.16396,397.5
Birch,48.05838,-91.38884,396.9
Union,44.45841,-93.312,396.7
Mud (Amor),46.44333,-95.76176,395.6
Long,46.18843,-95.80579,395.4
Unnamed (Reservoir Two),47.35802,-93.10311,395.2
Long,45.35138,-96.17204,394.7
Mud,45.75619,-95.48472,393.3
Marabaeuf,48.18618,-90.83394,392.1
Oak,47.66164,-95.96323,390.7
St. Louis River - Thomson Reservoir,46.6701,-92.40558,390.0
Ban,48.04212,-92.65741,389.3
Big Bass,47.53342,-94.78783,389.2
Eagle,46.64435,-92.91734,389.0
South Walnut,43.6682,-93.79193,388.3
Maple,45.90764,-95.00264,388.3
North Fowl,48.0766,-90.02341,388.1
Ponto,46.87163,-94.34028,388.0
Clara,47.78085,-90.73928,387.6
Long,45.47432,-93.34527,387.4
Upper Prior,44.71333,-93.44705,386.3
Fourteen,47.68139,-92.71909,386.1
McFarland,48.05339,-90.07233,385.8
Howard,46.9952,-94.65242,385.6
Pleasant,46.35241,-95.89056,385.3
Boot,47.07083,-95.2684,385.1
Hudson,47.89952,-91.35598,384.6
Cottonwood,44.61676,-95.68071,382.6
Winsted,44.96217,-94.03657,382.4
White Fish,47.73741,-94.80716,382.4
Gunn,47.57602,-93.53467,382.4
Armstrong,47.84938,-92.07801,382.3
Goodrich,46.69144,-94.03075,382.1
Curtis,44.57875,-95.48003,381.5
Park,46.61866,-92.65311,381.3
Little Mantrap,47.11791,-95.16497,381.0
Silver,43.98364,-93.63221,380.8
Crystal,44.1094,-94.2032,379.4
Rock,44.27592,-95.93534,379.1
Ella Hall,47.98955,-91.65243,378.9
Crow Wing,46.23576,-94.33769,378.9
Round,45.95268,-96.00117,378.7
Eunice,46.73835,-95.96818,378.5
Northern Light,47.90442,-90.23853,378.1
Pine,46.18622,-93.07649,377.8
Stowe,45.99373,-95.62889,377.1
Henry,44.28902,-93.81559,376.8
Hammal,46.48306,-93.74342,375.5
Page,45.52208,-95.79358,375.4
Ann,45.02688,-94.04821,375.4
Owasso,45.03517,-93.12253,375.0
Long,47.31196,-92.31833,374.2
Upper Twin,43.59003,-93.43458,374.2
Ester,48.16218,-91.07026,373.7
Middle Cormorant,46.75719,-96.10647,373.2
Elliot,47.31218,-92.44397,372.9
Wood,44.35466,-96.02598,372.8
Grave,47.11907,-93.94555,372.8
Long,47.59213,-93.39241,372.6
Portage,46.58692,-93.4211,372.4
Lieung,47.09817,-91.98664,372.4
Lower Sakatah,44.23674,-93.50372,372.2
Kesagiagan,47.82067,-95.11362,372.1
State Line,43.50711,-93.47322,371.9
Gaskin,48.00438,-90.5474,371.9
Kawishiwi,47.84554,-91.11217,371.6
Rice,45.15415,-93.12163,371.2
Ballantyne,44.21181,-93.83556,370.8
Sucker,48.04412,-91.42384,370.2
Ann,45.7017,-95.44299,369.8
Skunk,45.92669,-94.22612,369.6
Toohey,47.71965,-90.95329,369.5
Twin,46.40331,-95.77724,369.2
Sewell,46.14401,-95.81937,368.8
Middle,45.31016,-95.07553,368.5
Side,47.67269,-93.02024,368.2
Ojibway,47.94887,-91.54811,367.0
Lower Dean,46.60159,-93.88677,366.3
Little Pelican,46.70818,-95.94847,366.1
Sarah,47.61294,-96.03732,365.9
Rice,45.11445,-93.46776,365.5
Bluewater,47.42137,-93.5526,364.2
Flekkefjord,45.99305,-95.98262,363.8
Hay,46.8697,-94.28108,363.7
Willmert,43.56094,-94.4807,363.7
Jack the Horse,47.61529,-93.6351,363.5
Aspinwall,47.38179,-95.82153,362.8
Little Bass,47.51529,-94.77016,362.6
Anderson,44.8489,-93.40381,362.6
Wita,44.22837,-93.90184,362.5
Elk,45.48686,-93.62668,361.9
Granite,45.18552,-94.10965,361.7
Stocking,46.76303,-95.06635,361.7
Stingy,47.59704,-93.11224,361.3
Portage,47.2788,-94.60167,360.7
Pickerel,46.87359,-95.73195,360.6
Fannie,45.55525,-93.18643,360.0
Buck,47.45934,-94.55959,360.0
Hattie,47.27197,-95.0542,359.4
Island,46.9284,-94.04079,358.3
Oneka,45.17918,-92.96879,357.9
Burnt,47.87779,-90.83566,357.6
Round,47.44869,-93.76815,357.4
Elk,45.47126,-93.94578,356.9
Gilbert,46.38723,-94.18997,356.6
East Four-Legged,47.64879,-95.2456,356.6
Swift,47.09785,-94.08368,356.6
East Twin,44.2159,-96.04427,356.5
Devils,46.62577,-95.65631,355.3
Tait,47.82166,-90.68939,355.1
Gill,47.27519,-95.26486,355.1
Crossways,45.22783,-93.06872,355.0
Greer,46.63971,-94.0541,354.4
Annie Battle,46.3276,-95.6606,354.4
Murphy,47.2985,-92.49478,354.2
One Pine,47.81114,-91.87694,353.5
Little Sand,47.64761,-94.02793,353.4
Eagle/Pike,45.0731,-93.41417,352.9
German,45.47837,-93.38751,352.6
Swan,44.91095,-94.23511,351.6
Meeds,48.02955,-90.55074,350.9
Eagle,46.75695,-94.05068,349.8
Crane,46.21516,-95.66302,349.6
Mary,45.14809,-93.85753,349.4
Wilkins,46.64033,-93.49782,348.9
Byron,44.98071,-94.28653,348.8
School Grove,44.55199,-95.61437,348.7
Bootleg,48.04246,-92.19979,347.3
Eagle,44.79901,-94.44571,347.3
Benson,45.54624,-95.40292,347.1
West Silent,46.54821,-95.88513,346.5
Paul,46.59646,-95.69938,346.5
French,45.20924,-94.16248,346.4
Mallard,46.40911,-93.72073,346.2
White Pine,47.74892,-90.75319,346.1
Sixth Crow Wing,46.92896,-94.86425,345.6
Whitefish,47.71003,-91.04093,345.5
Grove,45.60004,-95.18698,345.5
Ice Cracking,47.01151,-95.54007,345.3
Coon,47.74703,-93.41441,344.8
Sanborn,44.47237,-93.54473,344.5
Bear,47.66949,-93.2681,344.3
Tamarack,45.46067,-95.08727,344.2
Perch,47.67308,-92.99154,343.6
William,45.89806,-95.55273,343.5
Big Stony,46.87736,-94.91934,343.4
Turtle,47.85333,-91.55037,343.3
Deer Yard,47.72911,-90.60621,342.9
Vermont,46.08285,-95.37767,341.9
Gun Club,44.8616,-93.18868,341.7
Rock,46.63196,-93.38592,341.5
Harriet,44.92184,-93.30503,341.2
Gun,48.11912,-91.8282,341.0
Boulder,46.96787,-94.92816,340.5
Ottertrack,48.17075,-91.0959,340.4
Shible,45.25294,-96.05205,340.3
Rice,45.94101,-94.24021,339.4
Takucmich,48.33082,-92.17513,338.4
Little Waverly,45.07099,-93.99655,338.0
Pietro,47.85586,-91.51623,337.7
Swamp,47.95632,-89.85918,337.6
Bertha,46.66376,-94.25351,336.9
Reshanau,45.15243,-93.09885,336.5
Devils,46.39782,-96.09085,336.4
Blue,47.01714,-95.00496,336.3
String,43.86374,-95.1994,336.2
Gilchrist,45.4756,-95.36488,336.0
Pleasant,47.39499,-92.48967,334.6
Fish,45.40323,-93.16672,334.3
Mollie,46.48616,-94.19551,334.2
Brandy,46.83991,-95.88339,334.0
Sandy River,46.71991,-93.31771,333.9
Oak,44.95538,-93.79908,333.2
Lower Twin,43.5659,-93.44116,332.6
Bootleg,47.45194,-95.00435,332.4
Greenstone,47.93008,-91.61104,332.0
Rice,44.32983,-93.48227,330.6
North Oaks,43.92625,-95.43241,330.5
Strand,47.14455,-92.41035,330.2
Flour,48.05229,-90.38731,330.1
Little Pine,46.70332,-94.06861,329.9
Hook,44.95286,-94.34457,329.5
Round,45.55454,-95.27915,329.1
Hart,47.25617,-93.1487,328.4
Round,47.48133,-91.81007,327.5
Irma,47.4835,-93.62275,327.5
Little Bowstring,47.49357,-93.72508,326.5
Duck,46.80869,-94.90654,326.4
Jolly Ann,46.15401,-95.7629,326.2
Rice,46.67454,-95.69873,326.2
Lime,43.94997,-95.66322,326.0
Thistledew,47.79047,-93.24483,325.9
Grass,44.81275,-93.46635,325.7
North Twin,47.59488,-94.60057,325.6
Decker,47.6421,-94.40257,324.6
Long,45.32621,-94.86692,324.5
Goose,45.44304,-95.33031,323.8
East Silent,46.55248,-95.84994,323.6
Pine,46.63642,-94.10586,323.6
Beebe,45.17449,-93.74379,322.9
Davis,47.98649,-90.69923,322.8
Boot,48.08662,-91.82999,322.5
Little Long,47.9384,-91.89469,322.2
Sylvan,46.30973,-94.3856,321.5
Cross,47.62339,-95.62767,319.8
Eagle,46.72699,-95.75071,319.8
Roy,46.51632,-94.32148,319.7
Winchester,48.03779,-92.55929,319.4
Caron,44.30434,-93.46999,319.4
Fish,45.58058,-93.0343,318.8
Fleming,46.6298,-93.49656,318.8
Nelson,46.61533,-93.83957,318.6
Crook,45.25107,-95.10528,318.0
Hanging Kettle,46.47185,-93.70341,318.0
King,47.18856,-91.84139,317.8
Powers,45.16994,-94.38396,317.8
Beers,46.5189,-95.93583,317.4
Frear,47.74741,-91.01827,316.9
Murphy,46.71161,-95.65695,316.9
Picket,48.09391,-92.39503,316.5
Ramsey,45.20839,-93.99635,316.5
Low,47.97829,-91.82659,316.4
Bakers,44.67752,-94.34814,316.0
Rice,46.85274,-95.81778,315.6
Eleven,46.13892,-93.08473,314.5
Floodwood,47.16301,-93.05354,314.3
Lower Pigeon,47.56428,-94.16157,313.7
Chub,46.62409,-92.45975,313.4
Mud,46.62596,-95.58781,313.2
North Brown's,45.38594,-94.53791,312.2
Bronson,48.72122,-96.61726,312.1
Slim,48.00907,-91.9684,312.1
George,45.51672,-94.90245,311.9
Fox,44.39319,-93.32403,311.7
Bass,46.28889,-95.89122,310.9
Sand,46.86477,-96.17332,310.9
King,47.55005,-93.40132,310.6
Pickerel,47.03872,-94.99581,310.3
Adney,46.62988,-94.01107,310.1
Winona,44.03852,-91.64239,308.4
Sunset,47.95044,-92.68931,307.9
Kittleson,47.59239,-96.23868,307.6
Blackwell,45.82709,-95.5573,307.4
Hamlet,46.44626,-93.85947,307.2
Fairy,45.78955,-94.98604,306.9
Unnamed,44.44481,-93.3329,306.7
Cutaway,47.49686,-93.45914,306.6
George,46.11533,-95.54463,306.3
Burrows,47.52762,-93.48773,305.6
Clark,46.51233,-94.26561,305.4
Hinds,46.83498,-95.05134,305.4
Berger,46.58693,-95.73979,305.3
Lomish,47.07574,-94.13096,305.1
Little Long,47.46885,-93.59471,304.5
Johnson,47.62363,-93.65576,304.4
Blind,46.64987,-93.74935,304.4
Unnamed,46.02077,-96.06604,304.4
Bartlett,47.87786,-94.2666,304.2
Elk,47.18937,-95.21817,303.4
Bad Axe,47.08588,-94.95077,303.3
Phelps,44.45442,-93.50149,303.2
Nelson,46.77186,-96.10827,303.2
Goose,44.88745,-93.84155,302.2
Otter,45.12404,-93.04007,302.2
Greenleaf,44.39808,-93.62697,301.7
Lows,46.7397,-93.83197,301.6
Whipple,46.36003,-94.3111,301.4
Orono,45.30928,-93.60098,300.5
O'Dowd,44.74234,-93.5169,300.5
Jennie,45.93951,-95.67498,300.1
Emily,44.30996,-93.91744,300.0
Triangle,47.93894,-91.55499,299.9
Shoepack,48.50322,-92.88221,298.8
Reeves & Johnson,46.73834,-95.83943,298.7
Hawksnest,44.47681,-96.20607,298.6
Sunburg,45.33044,-95.24969,298.2
Typo,45.41417,-93.0865,298.2
Little Moose,47.5773,-94.46686,298.0
Harstad Slough,45.69237,-95.99444,297.8
Deer,47.65782,-95.02313,297.8
North Rothwell,45.50919,-96.44519,297.1
Fish,43.84552,-95.04613,297.1
Big,46.14239,-94.68357,297.1
Ninemile,47.57919,-91.08305,296.8
Rush Island,47.62454,-93.95819,296.8
Brophy,45.90544,-95.44152,296.5
Arrowhead,46.71612,-94.21597,296.4
Swenoda,45.53991,-95.31603,296.4
Swan,45.21723,-95.18184,296.2
Riley,44.83576,-93.52168,296.2
Kego,46.77091,-94.08357,296.1
Blue,45.47524,-93.50108,296.0
Round Grove,44.70976,-94.49642,295.7
Crocodile,48.03529,-90.33662,295.2
Lax,47.34592,-91.29755,295.1
T,47.74231,-91.10523,295.0
Anderson,47.66799,-93.45659,294.5
Little Siseebakwet,47.16491,-93.73202,293.5
Cadotte,47.37981,-91.91104,293.5
Rice,44.81307,-93.512,293.5
Nelson,45.52481,-95.44413,293.3
Crystal,44.72212,-93.26666,293.2
Slate,47.69379,-91.62405,293.0
Swartout,45.23063,-94.07523,292.9
Little Bemidji,47.09311,-95.57016,292.9
Wimer,46.69896,-95.72212,292.8
Marlu,45.614,-95.30193,292.8
Fish,46.67774,-96.00614,292.6
Stinking,46.91858,-96.15057,292.6
Manuella,45.05694,-94.4453,292.5
Big Too Much,47.64684,-93.78682,292.0
Elm Lake WMA,48.25702,-95.98832,291.1
Pelican,45.65464,-94.48472,291.1
Lynx,48.21808,-92.19332,290.9
Auburn,44.86663,-93.68719,290.6
Duck,44.21813,-93.81588,290.4
Block,46.16334,-95.48706,289.8
Hanson,48.14031,-91.08019,289.4
Hand,46.8537,-94.31419,289.2
Pleasant,44.60604,-93.56348,288.9
Wolf,47.88341,-92.02302,288.9
Little Moose,47.40623,-93.66243,288.7
Long,46.45526,-95.91062,288.4
Hartley,47.55764,-93.30753,288.0
Three Island,47.0404,-94.26912,287.9
West Toqua,45.55678,-96.45881,287.9
Fish,47.25935,-95.83784,287.7
South McDougal,47.61637,-91.55775,287.3
Portage,46.35209,-93.915,286.8
Middle Sucker,47.34822,-94.42326,286.1
Rose,43.61404,-94.38783,286.1
Lady Slipper,44.5711,-95.62887,286.1
Battle,47.87326,-94.34164,285.9
Long,43.95786,-95.37585,285.8
Island,47.43264,-93.72354,285.3
Eagle,47.60942,-93.47692,285.3
Bass,46.55685,-94.10756,285.2
Belmont,46.19794,-95.64201,285.0
Child,46.94705,-94.34513,285.0
Long,44.98898,-93.5577,285.0
Pipe,47.88274,-90.72337,284.7
Goose,44.07742,-93.44123,284.6
Shallow,46.96789,-94.87615,284.3
Crooked,45.86155,-95.56149,284.2
Frost,47.99213,-90.81946,283.9
Steenerson,45.572,-95.42227,282.9
Peter,48.06572,-90.98213,282.0
Iron,44.1619,-95.86441,282.0
Leven,45.72961,-95.28411,282.0
Cyrus,45.6018,-95.76444,281.7
Big,45.81977,-96.11325,281.2
Abbey,46.75916,-95.827,280.1
Mink,45.27358,-94.02648,279.7
Pearl,46.7756,-95.93927,279.6
Clear,44.43776,-93.69758,279.4
Moosehead,46.4478,-92.75774,279.2
Long,47.07371,-94.60216,278.9
Portage,46.41749,-95.53034,278.3
Bass,47.00042,-94.61014,278.3
Timber,47.75462,-90.99921,278.2
Eden,45.3516,-94.52833,278.2
Wolf,46.86407,-94.82069,278.1
Crow,45.43749,-95.03595,278.0
Pigeon,45.03589,-94.34808,278.0
Twin,47.02698,-94.05642,277.6
Little Sauk,45.85812,-94.98432,277.5
Portage,47.00964,-94.55291,277.3
Four Towns,47.66841,-93.89739,277.1
Hustler,48.22991,-92.15841,276.6
Large Henry,45.34931,-96.08646,275.9
Susan,47.98383,-92.66197,275.8
Birch,47.05008,-93.87219,275.5
Elizabeth,45.55528,-93.30376,275.4
Mason,46.31397,-95.58927,274.6
Bloody,44.13444,-95.67112,274.1
Hope,45.08225,-94.65152,274.0
High,47.97004,-91.87282,273.6
Round,46.48729,-95.58536,273.2
North McDougal,47.63842,-91.54871,272.8
Rossman,46.78941,-96.11574,272.7
Little Sturgeon,47.6582,-93.05293,272.4
Moccasin,46.99365,-94.36205,272.4
Henshaw,45.20195,-94.04897,272.2
Crooked,47.60652,-91.07599,271.9
Unnamed,45.51399,-96.53707,271.9
Finger,48.29463,-92.16518,271.8
Little Trout,48.39682,-92.52258,271.8
Dolney,46.67425,-94.00578,271.7
Mahnomen; Alstead & Arco Mine,46.48757,-93.99464,271.6
Swamp,46.44061,-93.46401,271.5
Loon,47.38807,-92.25424,271.4
Elbow,46.00729,-96.00688,271.4
Little Chippewa,45.99874,-95.59385,271.4
Little Pelican,46.5589,-94.21339,271.4
Zumbra-Sunny,44.88317,-93.66621,271.1
Artichoke,46.9831,-92.5346,271.1
Black,47.63446,-94.82004,270.6
Maria,44.17249,-95.79811,270.4
Mound,45.83426,-94.67823,270.3
Rice,46.96397,-94.16546,270.2
Linwood,47.31842,-92.12105,270.2
Dead,46.71781,-95.55512,269.8
McCraney,47.17054,-95.70343,269.8
Bingham,43.92097,-95.04682,269.8
Mud,47.22632,-93.41041,269.7
Francis,45.50578,-93.33053,269.4
Volney,44.36808,-93.64115,268.9
Edna,46.84604,-93.77177,268.5
Dunka Pit,47.71132,-91.84467,268.1
Wine,47.94573,-90.9406,268.1
Little Rat,47.11356,-95.66935,267.9
Owen,47.67978,-93.38707,267.7
Dunbar,47.6429,-94.23988,267.7
Clear,43.52806,-94.64756,267.3
Christmas,44.89707,-93.54316,267.2
Severance,44.68158,-94.1178,267.0
Piersons,44.83321,-93.69813,266.9
Martin,43.7491,-94.46605,266.5
Rice,43.64356,-93.73597,266.4
Round,45.08102,-94.50394,266.3
Perch,46.33954,-94.26721,265.9
Shoal,47.4729,-93.25078,265.7
Clubhouse,47.60412,-93.5711,265.3
Harriet,47.66603,-91.11216,265.0
Chad,47.97293,-92.22498,264.9
Jessie,46.13389,-95.53254,264.5
Horseshoe,47.18077,-94.70281,264.0
Pocket,45.79296,-95.51791,263.4
Long,43.90375,-94.65912,263.3
Rebecca,45.06493,-93.74212,263.3
Unnamed,47.95266,-91.16241,263.2
Stenlund,47.66742,-95.27122,262.9
Leora,47.10377,-92.40429,262.8
Fox,47.6024,-93.54326,262.5
Wolf,45.0089,-94.29839,262.4
Seventh Crow Wing,46.9442,-94.82948,262.4
Little Cascade,47.85231,-90.65283,262.4
Beaulieu,47.48367,-95.85843,261.3
Sandy,47.69761,-94.78872,261.3
Rock,46.42659,-94.47456,261.0
Rush,48.04424,-90.61552,261.0
Pine,47.02478,-94.38293,260.5
Horseshoe,46.85155,-94.47414,260.3
Horseshoe,47.6636,-93.68788,260.2
Big Dick,47.61046,-93.60948,259.5
Cody,44.46211,-93.49514,259.3
Gilchrist,45.23665,-93.82871,259.3
Fisher,44.79928,-93.41008,259.3
Boulder,48.01173,-91.11886,259.2
Upper Dean,46.64046,-93.88272,259.2
Long,47.59774,-92.91132,258.9
Trout,47.87026,-90.17256,258.9
Rush,47.15131,-92.17722,258.8
Chautauqua,46.23811,-96.01718,258.6
Big Sucker,47.38501,-93.2631,258.6
Bog,47.78454,-91.38987,258.5
Lower Balsam,47.50084,-93.35292,258.5
Daggett,46.68954,-94.0931,258.3
Little Thunder,46.96583,-93.87079,258.1
Sabre,44.30549,-93.63348,258.1
Parley,44.88236,-93.73095,257.9
Moulton,46.7273,-93.77407,257.9
Wheeler,45.16833,-94.80192,257.8
Garden,46.51714,-94.20423,257.6
Gilstad,47.66954,-94.53145,256.8
Elmo,44.98345,-92.88519,256.8
Grassy,48.00051,-91.86097,256.7
Round,45.23967,-93.3562,256.2
St. Mary's,45.6179,-96.49598,255.8
Spoon,48.08112,-91.20385,255.8
Badger,47.68036,-96.01213,255.7
Cottonwood,45.76114,-96.01991,254.7
Maple,47.64756,-93.72226,254.6
Scalp,46.69371,-95.77929,254.4
Stump,48.04516,-90.12731,254.2
Moss,48.06691,-90.47801,253.9
Fiske,46.25818,-95.79056,253.9
Big,45.3387,-93.75407,253.7
Trace,45.83147,-94.75556,253.4
Salt,44.96414,-96.44334,253.4
Stockhousen,46.06551,-95.64379,253.2
Lichen,47.84287,-90.72449,253.0
Charlotte,45.15087,-93.74739,252.5
South Silver,43.52042,-94.46651,252.4
Leander,47.67659,-92.75337,252.4
Lower Twin,46.79831,-95.03846,251.9
Clear,44.25949,-94.5207,251.8
Quadga,47.81724,-91.43338,251.2
Patchen,45.77323,-95.90542,250.8
Margaret,46.49411,-94.36381,250.7
Five Point,46.87966,-94.44841,250.7
Vera,48.05617,-91.31169,250.4
Mud,46.14325,-96.0375,250.4
Three Island,47.58363,-93.57929,250.3
Dahler,46.71885,-93.96728,250.3
Uhlenkolts,45.6478,-94.72458,250.2
Koma,47.93365,-91.1054,250.1
Peterson,47.60809,-94.98054,249.7
East Sunburg,45.32268,-95.23409,249.3
Cedar,46.22049,-93.40406,249.3
Stony,47.62552,-91.61677,249.0
Albion,45.21695,-94.07593,249.0
Fallon,45.00636,-94.38506,248.9
Jewitt,45.02669,-94.38428,248.7
Lysing,45.418,-96.42188,248.6
Tilde,47.01105,-96.19474,248.5
Rondeau,45.20539,-93.06782,248.3
Mitchell,47.85721,-91.92303,248.2
Lower Panasa,47.29807,-93.25353,248.1
Mission,47.07215,-95.83319,248.0
Clear,47.9023,-91.63204,247.8
Omsrud,44.14164,-94.54898,247.6
Freeborn,45.79434,-95.61712,247.6
Watkins,43.73237,-94.8089,247.3
Linden,44.14,-94.46277,246.8
Caribou,47.52803,-93.63798,246.5
Long,46.88654,-94.35664,246.3
Spectacle,45.57349,-93.40554,246.2
